incident_datetime,alarm_box_borough,zipcode,alarm_box_location,lat,lon,CountyName,Geoid2010
2017-11-22T02:16:40.000,BROOKLYN,11236.0,N SVC RD SHORE PWAY 300' E ROCKAWAY PWY,40.659949,-73.919349,Kings County,36047089000
2017-07-08T12:30:45.000,MANHATTAN,10029.0,3 AVE & E 102 ST,40.7861744,-73.94008659999999,New York County,36061016200
2017-01-07T00:20:13.000,MANHATTAN,10036.0,9 AVE & 46 ST,40.7645266,-73.99960759999998,New York County,36061012900
2017-03-16T10:44:05.000,BROOKLYN,11239.0,LOUISIANNA & VANDALIA AVES,40.6492064,-73.88766059999998,Kings County,36047105804
2017-08-03T19:05:48.000,BRONX,10466.0,PITMAN & BRUNER AVES,40.8959227,-73.84863279999998,Bronx County,36005043600
2017-03-12T08:46:28.000,BRONX,10466.0,BARNES AVE & 223 ST,40.8854782,-73.8583749,Bronx County,36005039600
2017-03-21T00:35:39.000,BRONX,10460.0,DALY AVE & 180 ST,40.84463220000001,-73.88163409999999,Bronx County,36005036300
2017-05-08T16:20:08.000,BRONX,10473.0,RANDALL AVE 500' W OF ROSEDALE AVE,40.8145435,-73.86523609999998,Bronx County,36005002000
2017-09-26T12:01:04.000,BRONX,10466.0,SCHIEFFELIN AVE & 229 ST,40.88504020000001,-73.84315149999998,Bronx County,36005045800
2017-12-02T09:16:10.000,BROOKLYN,11222.0,FROST ST & KINGSLAND/GRANDPARENTS AV,40.7186748,-73.94049199999998,Kings County,36047047700
2017-01-29T19:45:55.000,BROOKLYN,11219.0,15 AVE & 67 ST,40.62216710000001,-73.9983349,Kings County,36047019000
2017-03-23T11:16:10.000,QUEENS,11412.0,120 AVE & FARMERS BLVD,40.6864451,-73.7611728,Queens County,36081036600
2017-09-09T10:25:32.000,BRONX,10455.0,AVE ST. JOHN & SOUTHERN BLVD,40.8129396,-73.90147499999998,Bronx County,36005008300
2017-03-15T20:14:37.000,RICHMOND / STATEN ISLAND,10314.0,WELLINGTON CT & VENUS LA--VFD,40.5804404,-74.1574828,Richmond County,36085027702
2017-07-24T15:52:45.000,BROOKLYN,11215.0,6 AVE & 9 ST,40.6680686,-73.98392129999998,Kings County,36047013700
2017-10-24T16:19:15.000,BROOKLYN,11212.0,DUMONT AV-500' E. OF ROCKAWAY AV,40.66417260000001,-73.90941269999998,Kings County,36047092400
2017-03-22T09:21:52.000,BROOKLYN,11236.0,AVENUE J & E 93 ST,40.640011200000004,-73.9019376,Kings County,36047096600
2017-10-20T21:36:28.000,MANHATTAN,10021.0,3 AVE & E 72 ST,40.7465167,-73.98122169999998,New York County,36061007200
2017-01-13T09:45:25.000,BROOKLYN,11214.0,86 ST & BAY 25 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-12-13T18:00:31.000,BROOKLYN,11225.0,MONTGOMERY ST & BEDFORD AVE,40.6657152,-73.956864,Kings County,36047032500
2017-03-23T09:16:19.000,MANHATTAN,10011.0,8 AVE & W 17 ST,40.7416646,-74.0011315,New York County,36061008300
2017-12-21T10:55:30.000,MANHATTAN,10029.0,2 AVE & 105 ST,40.7899606,-73.94294769999998,New York County,36061017000
2017-02-27T20:21:33.000,BRONX,10461.0,BRUCKNER BLVD S/B & BUHRE AVE,40.823965,-73.87714059999998,Bronx County,36005005001
2017-04-14T22:15:44.000,BRONX,10472.0,WATSON AVE & TAYLOR AVE,40.827926,-73.864494,Bronx County,36005004400
2017-11-01T15:22:34.000,QUEENS,11367.0,65 AVE & 156 ST,40.73707260000001,-73.81239370000002,Queens County,36081122702
2017-12-23T16:21:09.000,MANHATTAN,10027.0,CONVENT AVE & 128 ST,40.8135098,-73.95311059999997,New York County,36061021303
2017-01-14T16:12:50.000,QUEENS,11362.0,NORTHERN BLVD & 251 ST,40.7282239,-73.7948516,Queens,36081124700
2017-05-30T13:47:10.000,MANHATTAN,10032.0,AMSTERDAM AVE & 156 ST,40.8322569,-73.9424875,New York County,36061024100
2017-06-03T12:11:17.000,BROOKLYN,11206.0,MAUJER ST & HUMBOLDT ST,40.71106,-73.942105,Kings County,36047049500
2017-09-29T16:37:37.000,QUEENS,11429.0,97 AVE & 221 ST,40.7176044,-73.73247459999997,Queens County,36081056800
2017-03-09T03:05:56.000,MANHATTAN,10027.0,12 AVE & 132 ST,40.783060299999995,-73.9712488,New York,36061016900
2017-02-24T01:28:41.000,BRONX,10473.0,LACOMBE & ST. LAWRENCE AVES,40.8147755,-73.8633442,Bronx County,36005000200
2017-12-14T09:17:01.000,BROOKLYN,11217.0,LAFAYETTE AVE & FULTON ST,40.6870419,-73.97627489999998,Kings County,36047003300
2017-05-27T18:50:44.000,QUEENS,11103.0,28TH AVE AND 34TH ST,40.7673586,-73.91769479999998,Queens County,36081006501
2017-10-26T19:34:20.000,BRONX,10459.0,UNION AVE & 165 ST,40.8243848,-73.90117599999998,Bronx County,36005012901
2017-07-26T15:20:37.000,BROOKLYN,11219.0,15 AVE & 42 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-10-16T13:45:57.000,QUEENS,11104.0,SKILLMAN AVE & 42 ST,40.7469945,-73.92173129999998,Queens County,36081018102
2017-09-21T15:12:01.000,BROOKLYN,11228.0,10 AVE & 79 ST,40.622014,-74.016406,Kings County,36047016600
2017-12-02T00:34:16.000,BROOKLYN,11211.0,SOUTH 2ND & HOOPER STS,40.7097096,-73.9523707,Kings County,36047052700
2017-03-09T15:24:54.000,BRONX,10456.0,TINTON AVE & E 168 ST,40.8291555,-73.9004313,Bronx County,36005015100
2017-11-17T12:58:17.000,BRONX,10462.0,STARLING AVE & UNIONPORT RD,40.8359071,-73.85577579999998,Bronx County,36005022200
2017-05-06T09:19:11.000,BRONX,10458.0,TIEBOUT AVE & 188 ST,40.86073500000001,-73.89537790000001,Bronx County,36005039902
2017-10-09T02:23:46.000,QUEENS,11420.0,SUTTER AVE & 121 ST,40.673836,-73.8178829,Queens County,36081084000
2017-08-07T05:19:53.000,BROOKLYN,11210.0,AVENUE K & E 35 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-09-06T18:54:48.000,BROOKLYN,11220.0,4 AVE & 50 ST,40.6464326,-74.01251409999998,Kings County,36047007800
2017-03-30T16:18:33.000,RICHMOND / STATEN ISLAND,10304.0,BROAD & QUINN STS,40.5795317,-74.1502007,Richmond,36085027900
2017-03-29T03:47:23.000,QUEENS,11102.0,ASTORIA BLVD AND 30TH ST,40.770306299999994,-73.91898640000002,Queens County,36081006900
2017-06-28T08:06:21.000,QUEENS,11427.0,UNION TNPK & BELL BLVD,40.7282239,-73.7948516,Queens,36081124700
2017-06-18T17:41:29.000,BROOKLYN,11203.0,BROOKLYN AVE & FENIMORE ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-06-16T08:48:17.000,BRONX,10452.0,WOODYCREST AVE & W 164 ST,40.832504,-73.9281175,Bronx County,36005018900
2017-03-09T01:27:17.000,BRONX,10472.0,CASTLE HILL & BLACKROCK AVES,40.8290508,-73.85037390000002,Bronx County,36005007800
2017-06-23T21:36:52.000,BRONX,10453.0,ANDREWS AVENUE & 180 ST,40.85600609999999,-73.91215249999998,Bronx County,36005024502
2017-05-18T11:05:41.000,BROOKLYN,11213.0,ALBANY AVE & EMPIRE BLVD,40.6639487,-73.9399253,Kings County,36047033100
2017-08-16T19:43:26.000,MANHATTAN,10029.0,3 AVE & E 102 ST,40.7861744,-73.94008659999999,New York County,36061016200
2017-11-01T17:25:08.000,BRONX,10454.0,ST. ANN'S AVE & 136 ST,40.8039677,-73.91924559999998,Bronx County,36005001900
2017-05-05T14:35:16.000,BRONX,10453.0,NELSON AVE & W 174 ST,40.8469482,-73.9186465,Bronx County,36005021502
2017-09-25T14:53:33.000,BROOKLYN,11208.0,LINDEN BLVD & RUBY ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-05-18T20:57:19.000,QUEENS,11354.0,39 AVE & COLLEGE PT BLVD,40.7589973,-73.8344662,Queens County,36081087100
2017-06-10T22:48:30.000,MANHATTAN,10026.0,5 AVE & 112 ST,40.7981405,-73.9483317,New York County,36061018600
2017-08-17T14:23:41.000,BROOKLYN,11225.0,BEDFORD AVE & PRESIDENT ST,40.66835870000001,-73.955908,Kings County,36047032500
2017-04-18T17:38:03.000,MANHATTAN,10029.0,MADISON AVE & 105 ST,40.79293020000001,-73.9499963,New York County,36061016800
2017-12-08T08:38:28.000,RICHMOND / STATEN ISLAND,10308.0,WIMAN AVE & DRIGGS ST,40.5423234,-74.14846390000002,Richmond County,36085015601
2017-11-03T22:11:00.000,QUEENS,11355.0,SANFORD AVE & BOWNE ST,40.758184299999996,-73.8231947,Queens County,36081085700
2017-02-16T15:24:11.000,BRONX,10462.0,BRADY AVE & WALLACE AVE,40.852358,-73.86488,Bronx County,36005022404
2017-11-30T08:33:10.000,MANHATTAN,10036.0,10 AVE & W 43 ST,40.7612015,-73.99665259999998,New York County,36061012900
2017-03-29T16:05:40.000,BRONX,10475.0,"FOOT OF BENCHLEY PLACE , CO-OP CITY",40.8665713,-73.82159109999998,Bronx County,36005030200
2017-10-28T13:33:19.000,QUEENS,11354.0,39 AVE & COLLEGE PT BLVD,40.7589973,-73.8344662,Queens County,36081087100
2017-03-10T07:55:44.000,BROOKLYN,11223.0,AVENUE W & W 11 ST,40.5914816,-73.98132389999998,Kings County,36047038200
2017-05-17T02:43:26.000,BROOKLYN,11208.0,CRESCENT & GLEN STS,40.674403999999996,-73.86975199999998,Kings County,36047120000
2017-06-23T19:09:32.000,BROOKLYN,11249.0,BEDFORD AVE & TAYLOR ST,40.7059082,-73.96310150000002,Kings County,36047053500
2017-01-02T11:12:08.000,BROOKLYN,11211.0,GRAND ST & HAVEMEYER ST,40.712744799999996,-73.95680999999998,Kings County,36047052300
2017-06-09T20:49:29.000,BROOKLYN,11233.0,STUYVESANT AVE & CHAUNCEY ST,40.680174,-73.9315,Kings County,36047029700
2017-04-01T20:41:40.000,QUEENS,11373.0,ELMHURST AVE & GLEANE ST,40.745603,-73.8779115,Queens County,36081027100
2017-08-09T08:52:51.000,MANHATTAN,10021.0,YORK AVE & 75 ST,40.7688161,-73.95232469999998,New York County,36061013200
2017-11-01T14:53:03.000,BRONX,10454.0,WILLIS AVE & 138 ST,40.80911270000001,-73.9228463,Bronx County,36005003900
2017-11-03T09:46:53.000,MANHATTAN,10036.0,9 AVE & 46 ST,40.7645266,-73.99960759999998,New York County,36061012900
2017-11-19T14:51:20.000,BROOKLYN,11205.0,CARLTON AVENUE N/S OF PARK AVE,40.6875425,-73.97169939999998,Kings County,36047018100
2017-05-15T20:14:20.000,BROOKLYN,11212.0,WILLMOHR ST & E 95 ST,40.6567748,-73.9181552,Kings County,36047088600
2017-06-19T21:35:04.000,BRONX,10454.0,3 AVE & 141 ST,40.812402,-73.92465240000001,Bronx County,36005005100
2017-03-14T19:38:41.000,MANHATTAN,10027.0,W 124 ST & LENOX AVE\MALCOLM X BLVD,40.8071331,-73.94604249999998,New York County,36061022200
2017-06-28T20:50:11.000,MANHATTAN,10035.0,1 AVE & E 118 ST,40.79731,-73.93445600000003,New York County,36061018800
2017-12-26T18:42:22.000,MANHATTAN,10027.0,AMSTERDAM AVE & LA SALLE ST,40.8126267,-73.9568293,New York County,36061021100
2017-06-26T20:19:07.000,MANHATTAN,10025.0,E/S COLUMBUS AVE & 103 ST,40.78670579999999,-73.97548559999998,New York County,36061016900
2017-04-27T20:58:04.000,QUEENS,11414.0,COHANCY ST & 155 AVE,40.7282239,-73.7948516,Queens,36081124700
2017-08-31T17:55:41.000,QUEENS,11367.0,KISSENA BLVD & JEWEL AVE/VAN ARSDALE AVE,40.732092,-73.81499170000002,Queens County,36081080900
2017-08-01T22:07:58.000,BRONX,10467.0,HOLLAND AVE & MAGENTA ST,40.87493,-73.864975,Bronx County,36005037200
2017-02-28T12:33:27.000,RICHMOND / STATEN ISLAND,10304.0,PARKHILL AVE & SOBEL COURT,40.613588799999995,-74.0826683,Richmond County,36085004000
2017-07-24T19:18:37.000,BROOKLYN,11226.0,NEWKIRK AVE & E 18 ST,40.6368004,-73.960686,Kings County,36047051800
2017-07-25T15:36:01.000,BROOKLYN,11229.0,CYRUS AVE & MADOC AVE,40.6781784,-73.94415790000002,Kings,36047031300
2017-07-17T13:50:45.000,MANHATTAN,10009.0,AVENUE D & 4 ST,40.721286600000006,-73.9777963,New York County,36061002601
2017-12-25T15:26:37.000,QUEENS,11377.0,B'WAY & 69 ST,40.7282239,-73.7948516,Queens,36081124700
2017-12-25T09:26:22.000,BROOKLYN,11233.0,SARATOGA AVE & PARK PL,40.6716066,-73.91694790000003,Kings County,36047036300
2017-07-14T11:42:23.000,QUEENS,11373.0,ELMHURST AVE & ELBERTSON STREET,40.7468744,-73.87714720000002,Queens County,36081046900
2017-10-01T09:30:45.000,MANHATTAN,10027.0,MORNINGSIDE AVE & W 125 ST\KING BLVD,40.8113727,-73.95401989999998,New York County,36061020901
2017-11-25T15:51:11.000,BROOKLYN,11221.0,GATES AVE & MALCOLM X BLVD\REID AVE,40.683912899999996,-73.92900200000003,Kings County,36047038300
2017-07-09T23:49:17.000,QUEENS,11362.0,60 AVE & 251 ST,40.7282239,-73.7948516,Queens,36081124700
2017-05-17T09:04:54.000,QUEENS,11106.0,34 AVE & 24 ST,40.76171160000001,-73.93158829999999,Queens County,36081004500
2017-04-18T12:34:04.000,BRONX,10460.0,VAN NEST AVE & MELVILLE ST,40.8416196,-73.8694046,Bronx County,36005024000
2017-07-02T09:23:59.000,BRONX,10454.0,LINCOLN AVE & 136 ST,40.8096405,-73.92814589999998,Bronx County,36005005100
2017-01-04T21:41:45.000,MANHATTAN,10024.0,AMSTERDAM AVE & W 89 ST,40.78962689999999,-73.9736228,New York County,36061017500
2017-03-16T20:21:33.000,MANHATTAN,10040.0,BROADWAY AND DONGAN PL,40.8634383,-73.93002209999999,New York County,36061028700
2017-02-17T10:59:52.000,BRONX,10469.0,BRONXWOOD AVE & E 218 ST,40.8810674,-73.8575048,Bronx County,36005039000
2017-06-30T14:14:44.000,MANHATTAN,10032.0,AMSTERDAM AVE & 170 ST,40.84105870000001,-73.9360248,New York County,36061024900
2017-08-09T17:22:30.000,BROOKLYN,11230.0,AVENUE N & E 18 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-10-05T10:39:42.000,QUEENS,11364.0,S SVR RD HARDING XWAY & 218 ST,40.7464814,-73.75889559999997,Queens County,36081136700
2017-06-26T13:02:50.000,BRONX,10458.0,BAINBRIDGE AVE AND 199 ST,40.8447819,-73.86482679999997,Bronx,36005023800
2017-05-02T19:06:17.000,RICHMOND / STATEN ISLAND,10310.0,CARY AVE & ROE ST,40.5795317,-74.1502007,Richmond,36085027900
2017-05-25T09:24:37.000,BRONX,10463.0,KINGSBRIDGE TERR & FORT INDEPENDENCE,40.8447819,-73.86482679999997,Bronx,36005023800
2017-07-03T18:44:54.000,MANHATTAN,10040.0,BROADWAY & SHERMAN AVE,40.8621461,-73.9300047,New York County,36061028700
2017-07-11T10:44:47.000,BRONX,10466.0,NEREID & DE REIMER AVES,40.8994647,-73.8451524,Bronx County,36005044400
2017-10-08T18:20:56.000,MANHATTAN,10024.0,AMSTERDAM AVE & 81 ST,40.7844744,-73.9773671,New York County,36061016700
2017-08-04T11:16:43.000,QUEENS,11427.0,82 AVE & 213 ST,40.7282239,-73.7948516,Queens,36081124700
2017-12-20T22:23:40.000,MANHATTAN,10013.0,CHURCH ST & WALKER ST,40.7191723,-74.00325620000002,New York County,36061003300
2017-01-13T09:05:14.000,MANHATTAN,10002.0,BOWERY & GRAND STS,40.7184782,-73.9948191,New York County,36061004100
2017-10-11T19:36:07.000,MANHATTAN,10026.0,5 AVE & 112 ST,40.7981405,-73.9483317,New York County,36061018600
2017-12-14T17:38:49.000,BROOKLYN,11220.0,COLONIAL RD & 67 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-02-07T23:00:48.000,BROOKLYN,11249.0,WYTHE PL & WILSON ST,40.7042518,-73.96417650000002,Kings County,36047054500
2017-05-07T01:06:25.000,BROOKLYN,11224.0,MERMAID AVE & W 33 ST,40.57498270000001,-73.99961189999998,Kings County,36047034200
2017-05-30T23:29:52.000,BRONX,10469.0,MACE AVE & BRONXWOOD AVE,40.863104,-73.86166209999998,Bronx County,36005032800
2017-09-30T22:25:12.000,MANHATTAN,10035.0,2 AVE & 117 ST,40.79768019999999,-73.93728949999998,New York County,36061018800
2017-01-13T06:04:19.000,QUEENS,11367.0,68 AVE & MAIN ST,40.7333339,-73.8251143,Queens County,36081080900
2017-08-28T16:14:33.000,BRONX,10451.0,3 AVE & 141 ST,40.812402,-73.92465240000001,Bronx County,36005005100
2017-02-19T11:22:26.000,MANHATTAN,10027.0,127 ST & ST. NICHOLAS TERRACE,40.812305200000004,-73.9522314,New York County,36061021303
2017-12-01T19:12:51.000,BROOKLYN,11212.0,BLAKE AV-300' E. OF STONE/MOTHER GAST,40.664473799999996,-73.90517480000003,Kings County,36047091000
2017-03-23T08:13:42.000,MANHATTAN,10038.0,MADISON & JAMES STS,40.7118777,-73.99867309999998,New York County,36061002500
2017-02-13T19:32:18.000,BROOKLYN,11216.0,MARCY AVE & LEXINGTON AVE,40.6880544,-73.94775329999999,Kings County,36047025100
2017-06-07T14:06:40.000,MANHATTAN,10014.0,6 AVE & HOUSTON ST,40.7254686,-73.9966184,New York County,36061005502
2017-11-21T23:30:23.000,BROOKLYN,11206.0,THROOP AVE & WALTON ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-12-19T20:51:15.000,BROOKLYN,11224.0,W 8 ST 400' N OF SURF AVE,40.574485100000004,-73.97269519999998,Kings County,36047035200
2017-12-10T11:08:21.000,MANHATTAN,10036.0,9 AVE & W 48 ST,40.760993799999994,-73.98744769999998,New York County,36061012700
2017-07-14T11:19:09.000,BROOKLYN,11230.0,AVENUE J & E 2 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-10-22T13:57:14.000,BROOKLYN,11222.0,NASSAU AVE & SUTTON ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-11-09T13:52:34.000,MANHATTAN,10128.0,1 AVE & 94 ST,40.7819489,-73.9456567,New York County,36061015200
2017-01-17T14:27:12.000,BROOKLYN,11249.0,WYTHE AVE & SOUTH 8 ST,40.7098684,-73.9669663,Kings County,36047054900
2017-09-04T11:25:24.000,MANHATTAN,10012.0,MULBERRY ST & SPRING ST,40.7219625,-73.9962713,New York County,36061004300
2017-09-30T08:41:06.000,MANHATTAN,10011.0,10 AVE & W 19 ST,40.7452343,-74.0059515,New York County,36061008900
2017-12-11T18:10:51.000,BRONX,10454.0,WILLIS AVE & 136 ST,40.8078083,-73.92380340000003,Bronx County,36005002500
2017-12-12T16:45:18.000,BROOKLYN,11204.0,21 AVE & 64 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-07-27T14:42:33.000,MANHATTAN,10011.0,6 AVE & W 8 ST,40.7336446,-73.9995454,New York County,36061007100
2017-02-20T18:36:40.000,RICHMOND / STATEN ISLAND,10308.0,BARLOW AVE AND COLON AVE,40.55845619999999,-74.1576157,Richmond County,36085014608
2017-08-18T14:37:57.000,MANHATTAN,10028.0,3 AVE & E 84 ST,40.7779756,-73.9551546,New York County,36061014801
2017-10-03T22:18:35.000,QUEENS,11691.0,BEACH CHANNEL DR & B41 ST,40.5885234,-73.81735350000002,Queens County,36081094202
2017-11-07T11:52:00.000,MANHATTAN,10039.0,POWELL BLVD & W 149 ST,40.8242327,-73.9373059,New York County,36061023400
2017-10-27T10:36:14.000,BROOKLYN,11228.0,13 AVE & 76 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-08-26T11:20:52.000,MANHATTAN,10034.0,S/E COR SEAMAN AVE & ISHAM ST,40.7830603,-73.9712488,New York,36061016900
2017-04-03T04:52:05.000,BROOKLYN,11231.0,HENRY ST & LORRAINE ST,40.67370380000001,-74.0044427,Kings County,36047005300
2017-03-13T09:38:17.000,RICHMOND / STATEN ISLAND,10301.0,BAY ST & BOROUGH PL,40.5795317,-74.1502007,Richmond,36085027900
2017-01-28T14:13:36.000,BROOKLYN,11233.0,ROCHESTER AVE & PACIFIC ST,40.676451,-73.9276311,Kings County,36047030700
2017-04-06T11:58:01.000,MANHATTAN,10034.0,SEAMAN AVE & 215 ST,40.8714786,-73.9185691,New York County,36061030300
2017-10-22T00:07:46.000,MANHATTAN,10023.0,COLUMBUS AVE & 74 ST,40.7787279,-73.97782070000002,New York County,36061016100
2017-02-18T16:23:13.000,MANHATTAN,10027.0,AMSTERDAM AVE & LA SALLE ST,40.8126267,-73.9568293,New York County,36061021100
2017-04-17T17:13:14.000,BROOKLYN,11203.0,ALBANY AVE & WINTHROP ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-12-27T17:55:56.000,MANHATTAN,10021.0,YORK AVE & 73 ST,40.767546100000004,-73.9532658,New York County,36061012400
2017-08-01T14:39:40.000,MANHATTAN,10013.0,W. BWAY & GRAND STS,40.7217427,-74.003986,New York County,36061004700
2017-01-28T18:33:43.000,MANHATTAN,10025.0,E/S COLUMBUS AVE & 103 ST,40.78670579999999,-73.97548559999998,New York County,36061016900
2017-11-18T11:40:13.000,BROOKLYN,11228.0,16 AVE & 81 ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-07-03T04:41:52.000,RICHMOND / STATEN ISLAND,10309.0,SHARROTT AVE AND STEVENSON PL,40.5795317,-74.1502007,Richmond,36085027900
2017-03-21T20:17:44.000,QUEENS,11692.0,ALMEDA AVE & B67 ST,40.5971598,-73.7936811,Queens County,36081096400
2017-07-29T08:15:04.000,BRONX,10475.0,HUTCHINSON RIV PKWY E & BOLLER AV-SOUTH,40.86279150000001,-73.82602170000001,Bronx County,36005030200
2017-06-05T15:14:20.000,BROOKLYN,11212.0,BLAKE AVE & HOWARD AVE,40.664246399999996,-73.91909940000002,Kings County,36047090000
2017-09-27T17:01:04.000,QUEENS,11354.0,39 AVE & COLLEGE PT BLVD,40.7589973,-73.8344662,Queens County,36081087100
2017-09-18T10:48:26.000,BRONX,10472.0,WESTCHESTER & MANOR AVES,40.828976899999994,-73.87640979999998,Bronx County,36005005400
2017-05-16T07:40:39.000,MANHATTAN,10027.0,AMSTERDAM AVE & 121 ST,40.8099825,-73.95874839999998,New York County,36061020300
2017-03-17T13:09:11.000,MANHATTAN,10009.0,E 9 ST & AVE C\LOISAIDA AVE,40.7253003,-73.9779827,New York County,36061002800
2017-10-28T09:24:22.000,BROOKLYN,11208.0,S/S LINDEN BLVD-300' E. OF LINCOLN AV,40.669068599999996,-73.8617107,Kings County,36047122000
2017-12-09T21:05:52.000,QUEENS,11421.0,90 RD & 78 ST,40.7282239,-73.7948516,Queens,36081124700
2017-05-10T22:43:44.000,BRONX,10451.0,3 AVE & 143 ST,40.8133332,-73.92287540000002,Bronx County,36005005100
2017-02-16T01:06:05.000,BRONX,10456.0,TELLER AVE & E 165 ST,40.8284632,-73.91388459999997,Bronx County,36005017500
2017-12-11T22:06:38.000,BROOKLYN,11225.0,FRANKLIN AVE & UNION ST,40.6781784,-73.94415790000002,Kings,36047031300
2017-03-07T11:30:23.000,BROOKLYN,11237.0,KNICKERBOCKER AVE & TROUTMAN ST,40.703239,-73.92614000000002,Kings County,36047042700
2017-12-06T16:59:13.000,MANHATTAN,10009.0,E 11 ST & AVE C\LOISAIDA AVE,40.72649420000001,-73.97670790000002,New York County,36061002800
2017-08-17T10:21:45.000,BRONX,10463.0,BROADWAY & W 225 ST,40.8742634,-73.91032790000001,New York County,36061030900
2017-09-06T19:18:50.000,MANHATTAN,10028.0,2 AVE & 85 ST,40.777206400000004,-73.9522643,New York County,36061014601
